title,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed
Ica: Winery Tour with Pisco and Wine Tasting,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Table Reservation with View and Hotel Transfer,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Cali: Cristo Rey, Tertulia Museum & Downtown Cali City Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
Vigo For Everyone: Private Walking Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Entry Ticket with Audio Guide,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
From Agadir: Marrakech Guided Trip with Licensed Tour Guide,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Manila: Mt. Kulis, Tanay, Rizal Hike and Scenic Adventure",True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Habarana: Hurulu Eco Park Half Day Safari with Hotel Pickup,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Nairobi national park: Sunrise and Sunset Tours,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Sanya: Helicopter Tour over Haitang Bay with Atlantis Views,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Private Car Charter Tour,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Krakow: Private Transfer to/from Budapest,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Full Day in the Grand Canyon,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Antwerp: Private Walking Tour with a Local,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"5-hour Eden Small Group Tour: Beaches, Lookouts and More",False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Zanzibar: Airport to Stone town Hotels,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
AXION ESTI APICULTURE MUSEUM,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Rome: Pasta and Tiramisu Class with an Expert Chef enjoy a $10 discount when booked directly,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True
Mornington Peninsula Food Trail Day Trip,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Reykjavik: Private Landmannalaugar & Hekla Jeep Tour,True,True,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Prague Walking Tour: Old Town, Jewish Quarter & Astronomical",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Nara: World Heritage Gangoji Temple & Naramachi Old Town,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Best Places to Capture Memories,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
City of Side: Forest Quad-Bike Tour with Hotel Transfers,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Delhi: Private 3-Day Golden Triangle Experience; save 100 INR today!,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,False,True
Ruka: Riisitunturi National Park with lunch.,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Full Day in Central Park,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Dubrovnik: Cable Car Tour with Ticket,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Bali: 3 Waterfalls and Tegalalang Rice Terrace Private Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Rome: Exclusive Candlelight dinner in Agrippa's Roman Bath,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
Ischia: Full Pottery Workshop,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Joshua Tree: 1-Hour Archery Experience,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Kyoto Highlights: with Nijo Castle Ticket & Bamboo Forest,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Private Jeep Tour Shore Excursion,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Paraty Islands: Speedboat with snorkeling, popular on Airbnb Experiences",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Hamburg: Private Tour - Schanzenviertel & Karolinenviertel,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Etna Family Tour: private excursion on Etna mt. for families,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True
Santa Teresa day tour (only best view locations),True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
NYC: Central Park Celebrity Homes & Film Spots Pedicab Tour,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Sunset Tour,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Amsterdam Cruise Port: Private Transfer to Amsterdam hotels,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Whistler: Large Sculpture Stone Art Class - Adults Ages 14+,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
From Daxing Airport to Beijing city center,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Marmaris: Turkish Bath Experience,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Gozo Full-Day Tour with Guide, Temples, & Train",True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
St. Thomas: Private Catamaran Trip to St. John w/ Snorkeling,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Half-Day Private City Tour by Tuk Tuk,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Cancun: Tulum & Chichen Itza with Cenote One-Day Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Get to Know Athens: Private Tour with a Local,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Dubai: Enjoy 15% off your Dubai Crocodile Park Entry Ticket this week only.,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
"Mexico City: Tour Teotihuacan, Tlatelolco y Guadalupe Shrine",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Delhi/Agra/Jaipur: Half day private shopping tour.,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
Amsterdam: Traditional Dutch Syrup Waffle Making Workshop,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Montpellier: Journée Huile d'Olive, Vin, St Guilhem le Désert, email montpelliertrips@france.com",True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
From Porto: Santiago de Compostela Full Day Tour,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Bora Bora,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
From kusadasi : Ephesus and House of Mary Tour for Crusiers,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Saigon: Art & Cafe-Hopping Tour w/ Van Gogh & Monet Exhibit,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
3hrs Singapore Walking Tour: Chinatown-Kampong Glam,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Agadir: Argan Oil Factory Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Mont Saint Michel : Départ du Havre, Deauville, Honfleur",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Mexico City: 7-Day Monarch Butterfly Tour,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Armenistis Lighthouse Visit,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Cape Town: Full-Day Kirstenbosch, Bo-Kaap, and Penguins Tour",True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
From Salerno : Amalfi Coast Private Day Trip,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Stopover Experience,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Phu Quoc: 3 Island Boat Trip, Cable Car, Water Park| Vietnam",True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Guided Tour of the Sulzerareal District,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Tychy: Brewery Museum Tour with Tastings and Bison Reservoir,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Mai Chau Pu Luong Ninh Binh 4-day tour | Sale off 20%,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Puerto Rico: Old San Juan to Loïza - The Perfect Tour - $10 off for advance bookings.,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True
Top Picks for a Fun Day,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
VIP Agafay Desert & Oasis Camel Experience,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Oahu Island Full-Day Guided Tour by Bus with Lunch,True,True,True,True,False,False,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True
Kyoto: 3-Hour Fushimi Inari Shrine Hidden Hiking Tour,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Bangkok: Chinatown With German and English Speaking Guide,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Bilbao: Rioja Wine Region with Winery & Vitoria-Gasteiz,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Anchorage: Portage Glacier and Wildlife Explorer Cruise,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Sri Lanka: 6-Day Tour of Kandy-Nuwara Eliya-Bentota & Colombo (+$100 for private rooms).,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True
"Puno: Uros, Taquile, and Amantani Islands 2-Day Tour",True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
From Seville: Tangier Day Trip with Local Guide and Lunch,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Dubai: BAPS Hindu Temple And Sheikh Zayed Mosque Tour,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Cusco: Super Sacred Valley | Private service,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
JUNGLE TRIP TO MANU PARK 3D/2N,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Heidelberg: Neckar River Sightseeing Cruise with a Drink, bookable via Klook",True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Christ the Redeemer,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Zanzibar: Blue Lagoon, Rock Restaurant, Cave, and Beach Trip",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Gili island: Half-day Kayak or SUP With Drone Photoshoot,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
"Beijing: Mutianyu Great Wall Private Tour w Language Option, contact us at +86 987 654 3210",True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Cannes: coastline boat excursion to St Tropez via Esterel,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Vancouver: Street Art & Craft Beer Walking Tour with Tasting,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Como: Wine Tasting Experience with Cheese and Cold Cuts,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Roma: Gelato & Fiat 500 Vintage Adventure,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Madeira: Private Sightseeing Tour for 1-2 Persons,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
FROM HO CHI MINH: MEKONG DELTA PRIVATE TOUR,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Tokyo: Kimono-Making Experience,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Rhodes: Yacht Cruise to Lindos with Lunch and Drinks,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"From Surabaya: Tumpak Sewu, Bromo, Ijen, Bali 4-Day Tour",True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Douz: Half-Day Quad Biking in the Sahara Desert,True,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Chiang Mai: Mae Ya Waterfall & Pha Dok Siew Trail Trek,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Paris: Kids in the Kitchen - Macaron,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
Montpellier: Discover local snacks and wine with our Guided Food Tour - now 5% cheaper!,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,True
Best Spots for a Day Out,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Aigues Mortes: Jeep Photo Safari in Camargue,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Budapest: Lake Balaton & Herend Porcelain Private Day Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Comino: Blue Lagoon Catamaran Cruise with Lunch and Open Bar,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Action Aquapark Entrance Ticket,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
"Iceland: 3-Day Golden Circle, South Coast, & Glacier Tour, a TripAdvisor favorite",True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Krakow: Wawel Royal Hill with Optional Castle and Cathedral,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Niagara Falls Full Day,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Tbilisi: City Highlights Guided Walking Tour,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"""Private Transfer: Heathrow Airport to Dover Cruise Port""",True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Medellín: Comuna 13, Pueblito Paisa, & Antioquia Museum Tour",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Heathrow Airport: Bus Transfer to/from Bristol City Center,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Florence: David & Accademia Guided Tour with Entry Tickets,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
From Colombo: Kandy & Pinnawala & Tea Factory Full Day Trip,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Montego Bay/Negril: Appleton Rum Tour-Safari-YS Falls Climb,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Heraklion: Historical Center City Tour & Knossos Palace,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Las Vegas Strip: Brad Garrett’s Comedy Club at MGM Grand,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Wine Tour in Siena and Tuscan Countryside,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Quepos: Nauyaca Waterfall & Salto del Diamante,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Rostock: City Walking Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"From Panama City: Private Day tour to San Blas Islands, popular on Airbnb Experiences",True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Full Day, around Llanquihue Lake",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
TOUR AMAZONIA MANU CULTURAL ZONE 3D - 2N,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Bled: Canyoning trip with photos,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Prague: Mirror Maze Entry Family Ticket,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,True,True,True
"Bucharest: Dracula Castle, Peles Castle & Brasov Guided Tour",True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Dubrovnik Kojan Koral: Horseback Riding,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Boston: Hop-On, Hop-Off Trolley Ticket",True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
"Southfork Ranch, Dallas Highlights, and JFK Tour",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Kandy: Sigiriya Day Tour with Elephant Safari(group),False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Douro: 5 days of hiking with all inclusive,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
Cu Chi Tunnels Tour morning or afternoon,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Camaleño: Fuente Dé Cable Car Ticket Ride,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Quepos: Manuel Antonio National Park Hike,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Private trip: hidden Phat Diem cathedral -Van Long -Mua cave,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Split: Museum of Illusions Entrance Ticket,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Arica: City Tour with Chinchorro Beach Visit,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Discover Unique Architecture,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Omaha Beach : Guided Electric Bike Tour,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Top Sightseeing in New York,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Siem Reap: Phare Circus Ticket with Tuk Tuk Transfer,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Istanbul: Sabiha Gokcen Airport (SAW) Private VIP Transfer,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Torino: City Highlights Private Guided Walking Tour,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Hoi An/Da Nang: Snorkeling and Island Hopping Speedboat Tour,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"The Ultimate 7 Days : Discover Tsavo, Amboseli & Masai Mara",False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
From Barcelona: Montserrat Monastery Bus Transfer,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Gold Coast: Tamborine Mountain Canyon Flyer Zipline Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Ottawa: Rideau Canal Cruise,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Dive Cenote,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Berlin: SATURDAY NIGHT LIVE STANDUP (Early Comedy Showcase),True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Cuenca: Historic Center and Cathedral of Cuenca Walking Tour,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Los Tres Ojos, Boca Chica & More",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Uluniu Ave: Waikiki Hawaiian Style Electric Bikes,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Brussels: Belgian Chocolate Truffles Workshop and Tasting,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Lisbon: Tailor-made experiences with Rita,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Volendam: Stroopwafel Experience with Tasting, explore more on Viator",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Puerto Vallarta: Jorullo Point All Terrain Vehicle,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
ISTANBUL: Transfer from Sabiha Gökçen airport to hotel,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Street Food Guided Walking Tour,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Naples: Full-Day Pompeii & Herculaneum Wine Tasting Tour,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
Prague: Guided Sweet Gourmet Walking Tour,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
CORON TOUR - PRIVATE BOAT RENTAL with LUNCH (7 Destinations),False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Somiedo Natural Park Day Trip,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Phnom Penh: Mekong Islands & Silk Islands Guided Bike Tour,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Full-Day Vip Tour to Gomera,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Yala National Park: 7 hours or 12 hours Leopard Wild Safari,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Pompeii & Vesuvius,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Phuket: Private Transfer to/from Khao Lak,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
San Sebastian: Guided Food Tour with Pintxo Tasting & Wines,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Dallas: Shooting Center Indoor Gun Range Experience,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Prague: Evening Folklore Garden Party with Traditional Menu,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Cusco: The Andean Baroque Route Private Tour,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Private Hike: Brecon Beacons Henrhydd Falls Plus Foraging,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Naples: 3 Days Pass - Pompeii, Museums & Transport Included",True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True
"From Lucerne: Mt. Pilatus, Mt. Rigi, & Lake Lucerne Day Trip",True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Trinidad: Asa Wright Nature Centre Bird Sanctuary Experience, contact us at +1 868 123 4567",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
From Belfast: Electric Bike Experience,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Banff National Park,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"From Krakow: Malopolska, Bochnia, Zalipie & Tarnow Tour",True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Bali: Blue Lagoon Snorkeling Inclusive of Lunch & Transport,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Siem Reap: Battambang Full-Day Tour with Bamboo Train …,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Private Transfer to Budva,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
From Nha Trang: 1-Day Dalat Tour,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Crete: Heraklion Center, Local Market and Creta Aquarium",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Costa Rica: Private Cruise, Wildlife Safari & Cultural Ranch",True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
North Lake Tahoe: Sauna Experience with Lake Access,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Alcudia: Quad Sightseeing Tour with Viewpoints,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Chisinau: Cocktail Bar & Pub Crawl and Wine Bars,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Explore the Waterfront,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Guangzhou: Full-Day Guided City Tour with Baiyun Mountain,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Nice, Saint Jean Cap Ferrat: Sea Scooter Snorkeling Tour",True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
La Palma: Guided Tour to Tajogaite Volcano with Transfer,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"From Kanazawa: Takaoka, Metalworking Experience & Toyama Bay",True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Las Vegas: Antelope Canyon & Horseshoe Bend Private Tour - Grab Yours for $150!,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Krabi: 4 Islands Longtail Boat Tour with Lunch,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
From Fort Lauderdale: Bimini Island Day Trip by Ferry,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
From Alicante: Visit Algar Waterfalls with Transfer,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Skopje to Tirana with a stop at Prizren,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lisbon: Paragliding Flight - Serra da Arrábida,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Historical Half-Day Bike Tour,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
