title,ratings_count,rating_score,region,source,clarity_specifies_location,clarity_specifies_core_activity,clarity_indicates_activity_format,clarity_specifies_key_transport,clarity_indicates_day_trip_origin,value_highlights_access_benefit,value_specifies_guidance,value_specifies_ticket_inclusion,value_mentions_food_drink,value_indicates_target_audience,experience_specifies_group_size,experience_highlights_time_benefit,experience_specifies_duration,experience_uses_hook_keywords,experience_highlights_unique_access,quality_free_of_errors,quality_uses_appropriate_caps,quality_free_of_contact_info,quality_free_of_price_info,quality_concise_and_scannable,processed
Half day tour of Capri by private boat,148,4.9,europe,viator,True,True,True,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
Santorini: A Magical Flying Dress Professional Photography,2,5.0,europe,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Krakow Schindler's Factory Guided Tour with Admission Ticket,882,4.3,europe,viator,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Barcelona Sunset Cruise with Light Snacks and Open Bar,412,4.9,europe,viator,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Skip-the-line Duomo Terraces and Dome Climb Tour in Florence,829,4.8,europe,viator,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True
Krakow Wieliczka Salt Mine Tour with Ticket and Pickup Option,2589,4.4,europe,viator,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Private Golf Cart Tour: Paris Landmarks & Hidden Gems,20,5.0,europe,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Uffizi Gallery Skip The Line Ticket or Guided Tour Options,934,4.5,europe,viator,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Colosseum Arena Floor Roman Forum and Palatine Hill Small Group,226,4.6,europe,viator,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True
From Split: Plitvice Lakes National Park Guided Tour,2187,4.9,europe,viator,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Copenhagen Walking Food Tour With Secret Food Tours,198,4.9,europe,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"Farm tour with cheese & pizza experience, wine & Limoncello test",572,5.0,europe,viator,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Walking Food Tour of Florence with Tastings,462,4.8,europe,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Gnocchi, Pasta, Tiramisù and Wine Class",173,5.0,europe,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Around The Island - Two Days Tour From 9am To 5pm (Each Day),612,4.6,europe,viator,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Budapest Etyek Wine Region Tasting Tour with Meal and Pickup,1288,4.9,europe,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Venice: The Hidden Canals on Electric Boat,211,4.7,europe,viator,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Florence: Accademia’s David, Uffizi and Duomo Walking Tour",91,4.5,europe,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Teide National Park Sunset & Stargazing with Dinner (Star Safari),2112,4.8,europe,viator,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Market Tour and Cooking Class with a Venetian Chef,243,4.9,europe,viator,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Versailles Palace Skip the Line Small Group Guided Tour,316,4.4,europe,viator,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Private Visit Mosque-Cathedral, Jewish quarter, Alcazar and Synagogue",160,4.8,europe,viator,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Prague Highlights Guided Tour with Lunch, Boat Trip and Pickup",778,4.6,europe,viator,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Closing Time at the Louvre: The Mona Lisa at her Most Peaceful,412,4.7,europe,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Caminito del Rey Day Trip from Costa del Sol,233,4.7,europe,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
The Best of Florence Walking Tour,302,4.9,europe,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Tarragona and Sitges Tour with Small Group and Hotel Pick Up,670,4.8,europe,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Milos Small-Group Full-Day Cruise with Snorkelling and Lunch,928,5.0,europe,viator,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,True
Lisbon Foodies Small-Group Walking Tour,205,4.9,europe,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Provence Highlights Full-Day Tour from Avignon,414,4.8,europe,viator,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Reims afternoon tour Champagne and family growers,431,4.8,europe,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Super Saver: Auschwitz Birkenau & Wieliczka Salt Mine - Guide with Hotel Pickup,50,3.8,europe,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Discover Prague Private Tour - 3 hours,570,4.9,europe,viator,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
ZAKOPANE & TATRA Mountains Tour from Krakow,293,4.7,europe,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Paris Louvre Museum Must See Skip the Line Tour.,863,4.2,europe,viator,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Santorini Panoramic Blue Shade Tour-Firostefani, Imerovigli, Oia",515,4.7,europe,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Small Group Douro Valley Wine Tour with Lunch and Cruise,1394,4.9,europe,viator,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True
Omaha and Band Of Brothers Full Day Tour,833,5.0,europe,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Zagreb to Split Group Transfer with Plitvice Lakes guided Tour,214,4.6,europe,viator,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Boat Tour of Amalfi Coast and Ravello from Sorrento,77,4.2,europe,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Giverny and Monet's House Guided Half Day Trip from Paris,1194,4.1,europe,viator,True,True,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Colosseum Admission With Roman Forum & Palatine Hill Access,131,4.3,europe,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Private Doge's Palace and Saint Mark's Basilica Walking Tour,221,5.0,europe,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Private Half Day Parma Food Walking Tour,418,5.0,europe,viator,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,True
1 Day Trip Auschwitz Birkenau and Salt Mines with Hotel Transfer,391,4.7,europe,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
La Scala Theatre and Museum guided experience,520,4.6,europe,viator,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Private Tour to Cinque Terre from Florence,321,4.9,europe,viator,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Cooking Art Brunelleschi,207,4.9,europe,viator,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Third Reich Walking Tour Munich,3745,4.7,europe,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Small Group Guided Pompeii Tour from Positano,114,4.9,europe,viator,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
"Versailles Palace, Garden Entry Ticket - Optional Private Guide",123,3.8,europe,viator,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,True,True
Zaanse Schans and Giethoorn Small-Group Tour with Hotel Pick-Up,246,4.8,europe,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Reykjavik Food Lovers Tour - Icelandic Traditional Food,879,4.8,europe,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
"Private Tour Sintra, Pena Palace and Cascais from Lisbon",126,4.9,europe,viator,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Changing of the Guard Guided Tour at Buckingham Palace,684,4.4,europe,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Florence Handmade Pasta Lessons, No Limit Wine, Tiramisu",12,5.0,europe,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Paris Private Guided Tour in a Vintage Car with Driver,155,4.4,europe,viator,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Chianti Half Day Wine Tour from Florence,590,4.3,europe,viator,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True
Lake Vouliagmeni Thermal Spa And Temple Of Poseidon Private Full Day Tour,288,4.9,europe,viator,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
"Eiffel Tower Access, Seine Dinner Cruise and Moulin Rouge Show",2303,4.0,europe,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Paris Layover Tour,164,4.9,europe,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Explore Mallorca in Your Own Formula One Car,310,4.5,europe,viator,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Comprehensive Rome Shore Excursion from Civitavecchia Cruise Port,5,4.8,europe,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
SEA LIFE London Aquarium Admission Ticket,1107,3.7,europe,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Mauka Warriors Luau Honoring Polynesia's Forgotten History,1776,4.8,usa,viator,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"Grand Canyon West, Hoover Dam Stop and Optional Lunch and Skywalk",11495,4.9,usa,viator,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Chicago River 90-Minute Architecture Tour,7307,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Pearl Harbor USS Arizona Memorial,4089,4.5,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Pearl Harbor USS Arizona Memorial & Battleship Missouri,1670,4.6,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
DC Monuments Night Tour with Smaller Glass-Top Vehicle Option,6108,4.7,usa,viator,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True
Grand Canyon Deluxe Helicopter Tour with Landing from Las Vegas,2075,4.8,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Maui Nui Luau at the Sheraton Maui Resort & Spa,1332,4.4,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Steamboat Natchez Evening Jazz Cruise with Dinner Option,6501,4.1,usa,viator,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
New York in One Day Guided Sightseeing Tour,11508,4.8,usa,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Upper Antelope Canyon Tour,1204,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Lower Antelope Canyon Admission Ticket,1602,4.5,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
New Orleans Airboat Ride,4261,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Chicago Architecture River Cruise,14134,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Lower Antelope Canyon Ticket,1211,4.5,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True
SUMMIT One Vanderbilt Experience Ticket,4482,4.6,usa,viator,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
"Grand Canyon West, Hoover Dam, Breakfast, Lunch. Optional Skywalk",10759,4.9,usa,viator,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
NaPali Boat Tour on the Amelia K,314,4.9,usa,viator,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Las Vegas Helicopter Night Flight and Optional VIP Transportation,5225,4.3,usa,viator,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
New Orleans Steamboat Natchez Jazz Cruise,4485,4.2,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Paradise Cove Luau,4462,4.3,usa,viator,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Turtle Canyons Snorkel Excursion from Waikiki, Hawaii",4287,4.8,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Verde Canyon Railroad Adventure Package,2318,4.6,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Big Island Manta Ray Night Snorkel,4822,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Official Miami Millionaires Sightseeing Cruise,668,4.3,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Lower Antelope Canyon and Horseshoe Bend Day Tour with Lunch,3723,4.9,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Toa Luau at Waimea Valley,2649,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Grand Tour Around Island 16 Locations plus Snorkeling,4660,4.8,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
NYC Empire State Building Admission Ticket,6056,4.4,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
From Maalaea: Whale Watching Tour Aboard the Quicksilver,1197,4.6,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Molokini Snorkeling Adventure Aboard Calypso From Ma'alaea Harbor,1629,4.6,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Luau Kalamaku on Kauai with Buffet Dinner and Show,1268,4.3,usa,viator,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Hughes 500 4-Passenger Doors-Off Helicopters,1496,4.9,usa,viator,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True
Grand Canyon West Rim Luxury Helicopter Tour from Las Vegas,1099,4.6,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
"New Orleans Premier Ghost, Voodoo & Vampire Walking Tour",11533,4.5,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Big Island in a Day: Volcanoes Waterfalls Sightseeing and History,5736,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Narrated Whale Watching Cruise with Glacier View Stop,477,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Deluxe Na Pali Morning Snorkel Tour on the Lucky Lady,1249,4.7,usa,viator,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Swamp Boat Ride and Oak Alley Plantation Tour from New Orleans,2970,4.8,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Te Au Moana Luau at The Wailea Beach Marriott Resort on Maui, Hawaii",1019,4.6,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Chicago River 45-Minute Architecture Tour from Magnificent Mile,2050,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Charleston’s Old South Carriage Historic Horse & Carriage Tour,8595,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Manta Ray Night Snorkel at Kona, Big Island",1303,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Oahu Shark Dive,2510,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Molokini and Turtle Town Snorkeling Adventure Aboard the Malolo,1965,4.4,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Half-Day Emerald Cave Kayak Tour with Optional Hotel Pickup,4210,4.9,usa,viator,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Best of DC Plus US Capitol and National Archives Reserved Entry,2309,4.5,usa,viator,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Statue of Liberty and Ellis Island Tour: All Options,11171,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"DC National Mall Night Tour with 10 Stops, Reserved Entry Tickets",3991,4.6,usa,viator,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True
Maui Snorkeling Molokini Crater and Turtle Town,885,4.7,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Juneau Wildlife Whale Watching & Mendenhall Glacier,5019,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Savannah Hop-On Hop-Off Trolley Tour,5525,4.6,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Half-Day Mojave Desert ATV Tour from Las Vegas,6960,4.8,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"All Inclusive Ultimate Circle Island Tour, Waimea Falls & Lunch",3031,4.8,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
Luau Ka Hikina Admission Ticket with Dinner and Lei Greeting,531,4.6,usa,viator,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,True,True
Lower Antelope Canyon Tour Ticket,1461,4.7,usa,viator,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Large Airboat Swamp Tour with Transportation from New Orleans,1386,4.9,usa,viator,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
2-Hour Whale Watching from Oahu,864,4.6,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Capitol Hill: Capitol & Library of Congress Small-Group Tour,1507,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Germaine's Luau,459,4.2,usa,viator,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Private Washington DC City Tour,1244,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Grand Ole Opry Show Admission Ticket in Nashville,2158,4.7,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
New York City Dinner Cruise with Live Music,153,4.1,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Best of Miami: Private Top-Rated Boat Charter & Guided Experience,394,5.0,usa,viator,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True
Upper Antelope Canyon Ticket,1078,4.2,usa,viator,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
"Key West Sunset Sail with Full Bar, Live Music and Hors D'oeuvres",3097,4.7,usa,viator,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Eye-Level Whale Watching Eco-Raft Tour from Lahaina,1897,4.9,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Kualoa Ranch UTV Raptor Tour,1403,4.7,usa,viator,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
New York Helicopter Tour: City Lights Skyline Experience,606,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True
Shell Island Snorkel and Dolphin Catamaran Cruise with Island Time,3297,4.8,usa,viator,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Road to Hana Adventure with Farm to Table Lunch in Town of Hana,471,4.9,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
Na Pali Coast Super Raft Adventure with Snorkel,1096,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Washington DC in One Day: Guided Sightseeing Tour,2882,4.7,usa,viator,True,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Mauna Kea Summit Sunset and Stargazing Experience,1411,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True
Small Group Yosemite and Giant Sequoias Day Trip from San Francisco,2872,4.9,usa,viator,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True
Magnum PI Hughes 500 4-Passenger Doors-Off Helicopters,1204,4.9,usa,viator,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
"Full-Day Iconic Sights of LA, Hollywood, Beverly Hills, Beaches and More",5342,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Nellis Dunes ATV Tour from Las Vegas,3845,4.8,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Parasailing in Waikiki Hawaii,209,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
All-Inclusive Sandbar Safari with Dolphin Playground Encounter,174,4.7,usa,viator,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
Ultimate Hoover Dam Tour from Las Vegas with Lunch,6213,4.8,usa,viator,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
Molokini or Coral Gardens PM Snorkel Aboard Malolo,310,4.4,usa,viator,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Chief's Luau Admission,2877,4.7,usa,viator,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Miami Sunset and City Lights Cocktail Cruise,756,4.6,usa,viator,True,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True
Little Havana Food and Walking Tour in Miami,7506,4.9,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Whale Watching Cruise with Open Bar from Ka'anapali Beach,700,4.8,usa,viator,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Waikiki Starlight Luau at the Hilton Hawaiian Village,201,3.7,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Lahaina ATV Adventure, Maui",1352,4.8,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Ultimate Juneau Whale Watch Plus Mendenhall Glacier Photo Stop,693,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
Nā Pali Coast Zodiac Raft Expedition and Snorkeling on Kauai,418,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Hell's Revenge 4x4 Off-Roading Tour from Moab,2705,5.0,usa,viator,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
US Capitol & Library of Congress Guided Tour with Capitol Hill,200,4.1,usa,viator,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Niagara Falls in 1 Day: Tour of American and Canadian Sides,6892,4.9,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
Fort Sumter Admission and Self-Guided Tour with Roundtrip Ferry,2536,4.6,usa,viator,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True
Captain Cook Snorkel On A Power Catamaran With Lunch,1764,4.9,usa,viator,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
Honolulu Xtreme Parasail,6208,4.9,usa,viator,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Nashville Hop On Hop Off Trolley Tour,4937,4.5,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"From Miami: Everglades Airboat, Wildlife Show, and Roundtrip Bus",1230,4.3,usa,viator,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Bryce Canyon & Zion National Parks from Vegas, Lunch, Free WiFi",1924,4.7,usa,viator,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
New Orleans Sightseeing City Tour,2426,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"Antelope Canyon & Horseshoe Bend from Vegas, Lunch, Free WiFi",767,4.6,usa,viator,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Royal Crown of Oahu - 60 Min Helicopter Tour - Doors Off or On,680,4.8,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True
Hilo Shore Excursion: Volcanoes National Park and Rainbow Falls,1607,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
Savannah Land & Sea Combo: City Sightseeing Trolley Tour with Riverboat Cruise,1639,4.4,usa,viator,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True
"New York City 90-Minute Cruise: Lady Liberty, Bridges and Skyline",938,4.7,usa,viator,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
"Adults-Only New Orleans Ghost, Crime, Voodoo, and Vampire Tour",5537,4.8,usa,viator,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True
Paddlewheeler Creole Queen Jazz Dinner Cruise in New Orleans,1261,4.1,usa,viator,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True
